Region,Key Apps,Team,Priority,Ticket Type,Number,State,Created,Reason,Age,Ageing Bucket,Backlog With,Week_Reported,Month Name,Year,Week,YearWeek
APAC,Adept,GD,P4 - Minimal,Incident,INC10164335,On Hold,08/01/2021 8:07,Monitoring,1.66,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Adept,Local,P3 - Minor,SER,INC10164331,On Hold,08/01/2021 8:06,Monitoring,1.66,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Adept,GD,P3 - Minor,SR,INC10164304,On Hold,08/01/2021 8:01,Awaiting User input,1.67,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Other - APAC,GD,P3 - Minor,Incident,INC10164156,On Hold,08/01/2021 7:38,Customer Testing,1.68,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10163893,On Hold,08/01/2021 6:37,Awaiting User input,1.72,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Other - APAC,Local,P4 - Minimal,SR,INC10163882,Work In Progress,08/01/2021 6:34,Work In Progress,1.73,00-30,With IBM,2021-02,Jan,2021,2,202102
APAC,Adept,Local,P3 - Minor,SR,INC10163393,On Hold,08/01/2021 3:37,Monitoring,1.85,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Other - APAC,GD,P3 - Minor,Incident,INC10163382,On Hold,08/01/2021 3:29,Monitoring,1.85,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Other - APAC,Local,P3 - Minor,Incident,INC10163371,On Hold,08/01/2021 3:25,Monitoring,1.86,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Adept,GD,P3 - Minor,SR,INC10163117,On Hold,08/01/2021 1:27,Monitoring,1.94,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Tango & Condor,Local,P3 - Minor,Incident,INC10163091,On Hold,08/01/2021 1:15,Awaiting User input,1.95,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10162922,On Hold,07/01/2021 23:43,Awaiting User input,2.01,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,GD,P3 - Minor,SR,INC10162890,Work In Progress,07/01/2021 23:23,Work In Progress,2.03,00-30,With IBM,2021-02,Jan,2021,2,202102
LATAM,Tango & Condor,Local,P4 - Minimal,SR,INC10162879,On Hold,07/01/2021 23:17,Awaiting User input,2.03,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10162872,On Hold,07/01/2021 23:15,Work not yet due,2.03,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10162844,On Hold,07/01/2021 23:02,Awaiting User input,2.04,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,GD,P3 - Minor,SR,INC10162796,On Hold,07/01/2021 22:39,Awaiting User input,2.06,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Tango & Condor,Local,P3 - Minor,Incident,INC10162785,On Hold,07/01/2021 22:33,Awaiting User input,2.06,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10162778,On Hold,07/01/2021 22:31,Non IBM 3rd Party Engagement,2.06,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10162733,On Hold,07/01/2021 22:10,Awaiting User input,2.08,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - NA,GD,P3 - Minor,SR,INC10162731,Work In Progress,07/01/2021 22:04,Work In Progress,2.08,00-30,With IBM,2021-02,Jan,2021,2,202102
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10162676,On Hold,07/01/2021 21:46,Awaiting User input,2.09,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
NA.,PeopleSoft Ricochet,GD,P3 - Minor,SR,INC10162636,On Hold,07/01/2021 21:28,Awaiting User input,2.11,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10162632,Queued,07/01/2021 21:28,Queued,2.11,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10162617,Work In Progress,07/01/2021 21:22,Work In Progress,2.11,00-30,With IBM,2021-02,Jan,2021,2,202102
NA.,Other - NA,GD,P3 - Minor,SR,INC10162461,On Hold,07/01/2021 20:32,Customer Testing,2.14,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10162439,On Hold,07/01/2021 20:25,Non IBM 3rd Party Engagement,2.15,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10162429,On Hold,07/01/2021 20:21,Work not yet due,2.15,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10162352,On Hold,07/01/2021 20:05,Non IBM 3rd Party Engagement,2.16,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10162309,On Hold,07/01/2021 19:53,Awaiting User input,2.17,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
NA.,Other - NA,GD,P3 - Minor,SR,INC10162265,Work In Progress,07/01/2021 19:36,Work In Progress,2.18,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SER,INC10162158,Work In Progress,07/01/2021 19:06,Work In Progress,2.2,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,GD,P3 - Minor,SR,INC10162157,Work In Progress,07/01/2021 19:05,Work In Progress,2.2,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10162076,Queued,07/01/2021 18:32,Queued,2.23,00-30,With IBM,2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10162036,On Hold,07/01/2021 18:17,Customer unavailable 1st Attempt,2.24,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10162027,On Hold,07/01/2021 18:14,Awaiting User input,2.24,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10161955,Work In Progress,07/01/2021 18:00,Work In Progress,2.25,00-30,With IBM,2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10161928,On Hold,07/01/2021 17:52,Non IBM 3rd Party Engagement,2.26,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10161908,On Hold,07/01/2021 17:44,Non IBM 3rd Party Engagement,2.26,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10161876,On Hold,07/01/2021 17:36,Non IBM 3rd Party Engagement,2.27,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10161875,On Hold,07/01/2021 17:35,Non IBM 3rd Party Engagement,2.27,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Tango & Condor,Local,P4 - Minimal,SR,INC10161853,On Hold,07/01/2021 17:31,Awaiting User input,2.27,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10161841,On Hold,07/01/2021 17:28,Awaiting User input,2.27,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10161810,On Hold,07/01/2021 17:22,Awaiting User input,2.28,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,GD,P4 - Minimal,SR,INC10161766,On Hold,07/01/2021 17:12,Awaiting User input,2.28,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
NA.,SAP,GD,P3 - Minor,SR,INC10161720,On Hold,07/01/2021 17:03,Monitoring,2.29,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
NA.,SAP,GD,P3 - Minor,SR,INC10161632,Work In Progress,07/01/2021 16:46,Work In Progress,2.3,00-30,With IBM,2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10161413,On Hold,07/01/2021 16:08,Customer Testing,2.33,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10161411,On Hold,07/01/2021 16:00,Awaiting User input,2.33,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10161382,On Hold,07/01/2021 15:57,Work not yet due,2.34,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10161377,On Hold,07/01/2021 15:55,Customer Testing,2.34,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10161346,On Hold,07/01/2021 15:49,Awaiting User input,2.34,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - NA,GD,P4 - Minimal,SR,INC10161341,On Hold,07/01/2021 15:48,Customer Testing,2.34,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10161324,On Hold,07/01/2021 15:46,Customer unavailable 2nd Attempt,2.34,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10161306,On Hold,07/01/2021 15:43,Awaiting User input,2.34,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10161159,Work In Progress,07/01/2021 15:21,Work In Progress,2.36,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10161078,Queued,07/01/2021 15:09,Queued,2.37,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10161021,On Hold,07/01/2021 15:02,Awaiting User input,2.37,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10160957,On Hold,07/01/2021 14:54,Customer Testing,2.38,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10160920,On Hold,07/01/2021 14:57,Work not yet due,2.38,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10160836,On Hold,07/01/2021 15:02,Non IBM 3rd Party Engagement,2.37,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10160832,Work In Progress,07/01/2021 14:35,Work In Progress,2.39,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10160798,Work In Progress,07/01/2021 14:31,Work In Progress,2.39,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,HR.net (Talent Tree),Local,P3 - Minor,SR,INC10160566,Queued,07/01/2021 13:56,Queued,2.42,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,HR.net (Talent Tree),GD,P4 - Minimal,SR,INC10160464,On Hold,07/01/2021 13:40,Awaiting User input,2.43,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10160296,On Hold,07/01/2021 13:22,Awaiting User input,2.44,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10160207,On Hold,07/01/2021 13:00,Awaiting User input,2.46,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10160161,On Hold,07/01/2021 12:46,Awaiting User input,2.47,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10160145,On Hold,07/01/2021 12:42,Awaiting User input,2.47,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10160135,On Hold,07/01/2021 12:40,Awaiting User input,2.47,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - NA,GD,P4 - Minimal,SER,INC10160045,Work In Progress,07/01/2021 12:26,Work In Progress,2.48,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10160042,Work In Progress,07/01/2021 12:25,Work In Progress,2.48,00-30,With IBM,2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10160008,On Hold,07/01/2021 12:43,Awaiting User input,2.47,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Adept,GD,P4 - Minimal,SR,INC10159867,On Hold,07/01/2021 11:54,Monitoring,2.5,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Adept,GD,P3 - Minor,Incident,INC10159865,On Hold,07/01/2021 11:56,Non IBM 3rd Party Engagement,2.5,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10159785,On Hold,07/01/2021 11:38,Customer Testing,2.51,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10159731,On Hold,07/01/2021 11:31,Awaiting User input,2.52,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10159544,Work In Progress,07/01/2021 11:09,Work In Progress,2.54,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,HR.net (Talent Tree),Local,P4 - Minimal,SR,INC10159370,Work In Progress,07/01/2021 10:51,Work In Progress,2.55,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,GD,P4 - Minimal,SR,INC10159330,On Hold,07/01/2021 10:46,Customer unavailable 1st Attempt,2.55,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10159176,Work In Progress,07/01/2021 10:22,Work In Progress,2.57,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10159162,Work In Progress,07/01/2021 10:21,Work In Progress,2.57,00-30,With IBM,2021-02,Jan,2021,2,202102
APAC,Adept,GD,P3 - Minor,Incident,INC10159127,Work In Progress,07/01/2021 10:16,Work In Progress,2.57,00-30,With IBM,2021-02,Jan,2021,2,202102
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10159120,On Hold,07/01/2021 10:15,Non IBM 3rd Party Engagement,2.57,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Other - APAC,GD,P3 - Minor,Incident,INC10159118,On Hold,07/01/2021 10:14,Customer unavailable 1st Attempt,2.57,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10159051,Work In Progress,07/01/2021 10:04,Work In Progress,2.58,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SR,INC10158891,On Hold,07/01/2021 10:13,Awaiting User input,2.57,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10158788,Queued,07/01/2021 9:29,Queued,2.6,00-30,With IBM,2021-02,Jan,2021,2,202102
EMEA,Other - EMEA,Local,P3 - Minor,SR,INC10158720,Queued,07/01/2021 9:21,Queued,2.61,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,Local,P4 - Minimal,SR,INC10158326,Work In Progress,07/01/2021 8:20,Work In Progress,2.65,00-30,With IBM,2021-02,Jan,2021,2,202102
NA.,PeopleSoft HCM,GD,P4 - Minimal,Incident,INC10158271,Work In Progress,07/01/2021 8:14,Work In Progress,2.66,00-30,With IBM,2021-02,Jan,2021,2,202102
APAC,Adept,GD,P4 - Minimal,SR,INC10157985,On Hold,07/01/2021 7:08,Monitoring,2.7,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Adept,Local,P3 - Minor,Incident,INC10157789,On Hold,07/01/2021 6:13,Awaiting User input,2.74,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Adept,GD,P3 - Minor,SR,INC10157705,On Hold,07/01/2021 5:31,Monitoring,2.77,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
APAC,Other - APAC,GD,P3 - Minor,SR,INC10157593,On Hold,07/01/2021 4:42,Customer unavailable 1st Attempt,2.8,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Tango & Condor,Local,P4 - Minimal,SR,INC10157586,Work In Progress,07/01/2021 4:39,Work In Progress,2.81,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,GD,P3 - Minor,SR,INC10157556,Work In Progress,07/01/2021 4:26,Work In Progress,2.82,00-30,With IBM,2021-02,Jan,2021,2,202102
APAC,Adept,GD,P4 - Minimal,SR,INC10157554,On Hold,07/01/2021 4:25,Awaiting User input,2.82,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - NA,GD,P4 - Minimal,SER,INC10157462,On Hold,07/01/2021 3:57,Awaiting User input,2.84,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10157113,Work In Progress,07/01/2021 2:51,Work In Progress,2.88,00-30,With IBM,2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10156661,On Hold,06/01/2021 22:59,Awaiting User input,3.04,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10156496,On Hold,06/01/2021 21:44,Awaiting User input,3.09,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10156466,Work In Progress,06/01/2021 21:34,Work In Progress,3.1,00-30,With IBM,2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10156292,On Hold,06/01/2021 20:34,Non IBM 3rd Party Engagement,3.14,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,Local,P3 - Minor,SR,INC10156258,Work In Progress,06/01/2021 20:24,Work In Progress,3.15,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,Local,P3 - Minor,SR,INC10156254,Work In Progress,06/01/2021 20:23,Work In Progress,3.15,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,Local,P3 - Minor,SR,INC10156250,Work In Progress,06/01/2021 20:22,Work In Progress,3.15,00-30,With IBM,2021-02,Jan,2021,2,202102
LATAM,Tango & Condor,Local,P3 - Minor,SR,INC10156213,On Hold,06/01/2021 20:12,Awaiting User input,3.16,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10156146,On Hold,06/01/2021 19:49,Non IBM 3rd Party Engagement,3.17,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10156128,Work In Progress,06/01/2021 19:43,Work In Progress,3.18,00-30,With IBM,2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10156024,On Hold,06/01/2021 19:14,Awaiting User input,3.2,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
NA.,Other - NA,GD,P4 - Minimal,SR,INC10155922,Work In Progress,06/01/2021 18:49,Work In Progress,3.22,00-30,With IBM,2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10155877,On Hold,06/01/2021 18:35,Non IBM 3rd Party Engagement,3.23,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Tango & Condor,Local,P4 - Minimal,Incident,INC10155809,On Hold,06/01/2021 18:18,Pending Change implementation,3.24,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10155801,Work In Progress,06/01/2021 18:16,Work In Progress,3.24,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10155775,On Hold,06/01/2021 18:10,Awaiting User input,3.24,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - NA,GD,P3 - Minor,SER,INC10155772,On Hold,06/01/2021 18:14,Non IBM 3rd Party Engagement,3.24,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10155702,On Hold,06/01/2021 17:57,Non IBM 3rd Party Engagement,3.25,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10155701,On Hold,06/01/2021 17:56,Awaiting User input,3.25,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
NA.,Other - NA,GD,P4 - Minimal,SR,INC10155592,Work In Progress,06/01/2021 17:35,Work In Progress,3.27,00-30,With IBM,2021-02,Jan,2021,2,202102
NA.,SAP,GD,P3 - Minor,SR,INC10155488,Work In Progress,06/01/2021 17:13,Work In Progress,3.28,00-30,With IBM,2021-02,Jan,2021,2,202102
NA.,SAP,Local,P3 - Minor,SER,INC10155471,Work In Progress,06/01/2021 17:11,Work In Progress,3.28,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10155425,Work In Progress,06/01/2021 16:56,Work In Progress,3.29,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,Local,P3 - Minor,SR,INC10155261,Queued,06/01/2021 16:29,Queued,3.31,00-30,With IBM,2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P4 - Minimal,SR,INC10155196,On Hold,06/01/2021 16:21,Non IBM 3rd Party Engagement,3.32,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10154834,On Hold,06/01/2021 15:33,Customer unavailable 1st Attempt,3.35,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,Local,P4 - Minimal,SR,INC10154770,Queued,06/01/2021 15:26,Queued,3.36,00-30,With IBM,2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10154688,On Hold,06/01/2021 15:15,Awaiting User input,3.36,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,GD,P3 - Minor,SR,INC10154484,On Hold,06/01/2021 14:44,Customer unavailable 1st Attempt,3.39,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - NA,Maconomy - NA,GD,P4 - Minimal,Incident,INC10154478,Work In Progress,06/01/2021 14:43,Work In Progress,3.39,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10154441,On Hold,06/01/2021 14:37,Awaiting User input,3.39,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,HR.net (Talent Tree),Local,P4 - Minimal,SR,INC10154369,Work In Progress,06/01/2021 14:26,Work In Progress,3.4,00-30,With IBM,2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10154337,On Hold,06/01/2021 14:30,Non IBM 3rd Party Engagement,3.4,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10154289,On Hold,06/01/2021 14:15,Customer unavailable 1st Attempt,3.41,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SR,INC10154177,On Hold,06/01/2021 14:00,Awaiting User input,3.42,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,Incident,INC10154164,On Hold,06/01/2021 13:58,Awaiting User input,3.42,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10154141,On Hold,06/01/2021 13:58,Non IBM 3rd Party Engagement,3.42,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,Incident,INC10154103,On Hold,06/01/2021 13:58,Non IBM 3rd Party Engagement,3.42,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P3 - Minor,SER,INC10153930,On Hold,06/01/2021 13:21,Awaiting User input,3.44,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P4 - Minimal,SR,INC10153907,Work In Progress,06/01/2021 13:18,Work In Progress,3.45,00-30,With IBM,2021-02,Jan,2021,2,202102
Global - EMEA,Maconomy - EMEA,GD,P3 - Minor,SR,INC10153871,On Hold,06/01/2021 13:10,Awaiting User input,3.45,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
LATAM,Other - LATAM,Local,P4 - Minimal,Incident,INC10153505,On Hold,06/01/2021 12:20,Awaiting User input,3.49,00-30,With WPP (On Hold),2021-02,Jan,2021,2,202102
